CODVIA,NOMVIA,NUMERO,NOM_ACTIVITAT,TIPUS,CATEGORIA,LAT,LNG,WEBSITE,TELEFON,HORARI,FONT,BARRI,DISTRICTE,ADRECA,CCAE
,c. de Montserrat,180,BICICLETES ESCAPA,activitat_econòmica,Comerç al detall d'altres tipus d'articles nous en establiments especialitzats,41.5463,2.11405,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Montserrat, 180 Bxs",Comerç al detall d'altres tipus d'articles nous en establiments especialitzats
,Rambla,28,BIJOU BRIGITTE,activitat_econòmica,Comerç al detall d'altres tipus d'articles nous en establiments especialitzats,41.5527,2.10905,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 28 Bxs",Comerç al detall d'altres tipus d'articles nous en establiments especialitzats
,c. de les Tres Creus,236,BINAEX,activitat_econòmica,Altres activitats d'educació ncaa,41.5434,2.1064,,,,sabadellempresa.cat,COVADONGA,1,"c. de les Tres Creus, 236 Bxs",Altres activitats d'educació ncaa
,c. de la Salut,47,BINSA & BITSIS,activitat_econòmica,Activitats de programació informàtica,41.546,2.11145,,,,sabadellempresa.cat,EL CENTRE,1,"c. de la Salut, 47 Bxs",Activitats de programació informàtica
,c. de Torras i Bages,11,BIOPOMPAS,activitat_econòmica,Comerç al detall de productes cosmètics i higiènics en establiments especialitza,41.5484,2.10177,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Torras i Bages, 11 Bxs 1a",Comerç al detall de productes cosmètics i higiènics en establiments especialitzats
,c. de les Tres Creus,236,BLACK MILK,activitat_econòmica,"Altres activitats professionals, científiques i tècniques ncaa",41.543,2.11064,,,,sabadellempresa.cat,COVADONGA,1,"c. de les Tres Creus, 236 Bxs","Altres activitats professionals, científiques i tècniques ncaa"
,c. del Xaloc,6,BLANCH NORMALITZATS,activitat_econòmica,"Comerç a l'engròs de ferreteria, lampisteria i calefacció",41.539,2.10882,,,,sabadellempresa.cat,COVADONGA,1,"c. del Xaloc, 6 Bxs","Comerç a l'engròs de ferreteria, lampisteria i calefacció"
,c. de Bosch i Cardellach,36,BLASCO RAMONEDA ADVOCATS,activitat_econòmica,Activitats jurídiques,41.5496,2.11407,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Bosch i Cardellach, 36 2n 1a",Activitats jurídiques
,c. de Turull,99,BLAVETI GLOBAL GROUP SL,activitat_econòmica,Confecció d'altres peces de vestir exteriors,41.5464,2.09923,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Turull, 99 Bxs",Confecció d'altres peces de vestir exteriors
,rda. de Ponent,27,BMB HOSPITALARIA SL,activitat_econòmica,Comerç a l'engròs d'altres tipus de maquinària i equips,41.5475,2.10387,,,,sabadellempresa.cat,HOSTAFRANCS,1,"rda. de Ponent, 27 Bxs A",Comerç a l'engròs d'altres tipus de maquinària i equips
,c. de Gràcia,34,BOHEME ARTESANS DEL PA,activitat_econòmica,Establiments de begudes,41.5462,2.10342,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Gràcia, 34 Bxs",Establiments de begudes
,rda. de Zamenhof,107,BONAREA,activitat_econòmica,"Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en est",41.5449,2.10172,,,,sabadellempresa.cat,EL CENTRE,1,"rda. de Zamenhof, 107 Bxs 1a","Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en establiments no especialitzats"
,c. de les Tres Creus,66,BONAREA,activitat_econòmica,"Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en est",41.5476,2.10897,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Tres Creus, 66 Bxs","Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en establiments no especialitzats"
,pl. de Marquilles,2,BOSCH,activitat_econòmica,"Comerç al detall de flors, plantes, llavors, fertilitzants, animals de companyia",41.5484,2.10816,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de Marquilles, 2 Bxs","Comerç al detall de flors, plantes, llavors, fertilitzants, animals de companyia i aliments per a animals domèstics en establiments especialitzats"
,ptge. de Bellaterra,38,BOSCH I RIUS,activitat_econòmica,Comerç a l'engròs de tèxtils,41.5423,2.10475,,,,sabadellempresa.cat,COVADONGA,1,"ptge. de Bellaterra, 38 Bxs",Comerç a l'engròs de tèxtils
,Rambla,37,BOSSANOVA,activitat_econòmica,Comerç al detall de calçat i articles de cuir en establiments especialitzats,41.5454,2.10947,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 37 Bxs",Comerç al detall de calçat i articles de cuir en establiments especialitzats
,pl. Laietana,48,BREAKOUT,activitat_econòmica,Establiments de begudes,41.5461,2.11726,,,,sabadellempresa.cat,COVADONGA,1,"pl. Laietana, 48 Bxs",Establiments de begudes
,c. de Sant Oleguer,77,BRESCO & ALARI,activitat_econòmica,Activitats d'agents i corredors d'assegurances,41.5505,2.10959,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Oleguer, 77B Bxs 1a",Activitats d'agents i corredors d'assegurances
,c. de Gràcia,26,BRILLANT,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.5456,2.1049,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Gràcia, 26 Bxs",Comerç al detall de peces de vestir en establiments especialitzats
,rda. de Ponent,43,BROOKLYN FITBOXING,activitat_econòmica,Activitats dels gimnasos,41.5461,2.11726,,,,sabadellempresa.cat,HOSTAFRANCS,1,"rda. de Ponent, 43 Bxs 1a",Activitats dels gimnasos
,raval de Dins,10,BRULLET BENEDI IMPORT SL,activitat_econòmica,Comerç a l'engròs de tèxtils,41.5421,2.12092,,,,sabadellempresa.cat,EL CENTRE,1,"raval de Dins, 10 1r A",Comerç a l'engròs de tèxtils
,c. de Sant Oleguer,77,BRUNET PUBLICITAT,activitat_econòmica,Agències de publicitat,41.5423,2.11319,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Oleguer, 77C Bxs 1a",Agències de publicitat
,Rambla,192,BRUNO PROJECT,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.5445,2.10176,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 192 Bxs",Comerç al detall de peces de vestir en establiments especialitzats
,pg. de la Plaça Major,54,BRUTAL,activitat_econòmica,Establiments de begudes,41.5425,2.11517,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de la Plaça Major, 54 Bxs",Establiments de begudes
,c. de Gràcia,97,BUFET CANOVAS,activitat_econòmica,Activitats jurídiques,41.545,2.09961,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Gràcia, 97 Bxs",Activitats jurídiques
,c. de Sant Antoni Maria Claret,18,BUFET CASTRO SOTO,activitat_econòmica,Activitats jurídiques,41.5508,2.10182,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Antoni Maria Claret, 18 2n 4a",Activitats jurídiques
,c. de Sant Antoni Maria Claret,18,BUFET CASTRO-SOTO,activitat_econòmica,Activitats jurídiques,41.5464,2.11125,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Antoni Maria Claret, 18 2n 4a",Activitats jurídiques
,c. de Sant Antoni Maria Claret,18,BUFET CASTRO-SOTO,activitat_econòmica,Activitats jurídiques,41.5461,2.10564,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Antoni Maria Claret, 18 2n 2a",Activitats jurídiques
,c. de Sant Antoni,29,BUFET JURIDIC JORGE REYES,activitat_econòmica,Activitats jurídiques,41.5422,2.12035,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Antoni, 29 1r",Activitats jurídiques
,pg. de Manresa,19,BUFET JURIDIC MUR,activitat_econòmica,Activitats jurídiques,41.5451,2.10994,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de Manresa, 19 2n 1a",Activitats jurídiques
,c. de Narcís Giralt,67,BUFET LAYRET-PASCUAL,activitat_econòmica,Activitats jurídiques,41.5489,2.10765,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Narcís Giralt, 67 1r 1a",Activitats jurídiques
,c. de Lacy,2,BUFETE MARTINEZ,activitat_econòmica,Activitats jurídiques,41.5432,2.11878,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Lacy, 2 1r 2a",Activitats jurídiques
,c. de Lacy,18,BUFETE PASCUAL,activitat_econòmica,Activitats jurídiques,41.5417,2.11259,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Lacy, 18 1r 1a",Activitats jurídiques
,pl. de l' Àngel,10,BUFETE VIDAL-SANCHEZ,activitat_econòmica,Activitats jurídiques,41.5476,2.10728,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de l' Àngel, 10 1r 1a",Activitats jurídiques
,c. de Gràcia,30,BUO BUO,activitat_econòmica,"Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establi",41.5457,2.09942,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Gràcia, 30 Bxs","Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establiments especialitzats"
,pg. de Manresa,19,BUREAU VALLEE,activitat_econòmica,Comerç al detall de periòdics i articles de papereria en establiments especialit,41.5495,2.10845,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de Manresa, 19 Bxs",Comerç al detall de periòdics i articles de papereria en establiments especialitzats
,c. del Convent,29,BUSQUETS,activitat_econòmica,Activitats d'agents i corredors d'assegurances,41.5416,2.11264,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Convent, 29 Bxs",Activitats d'agents i corredors d'assegurances
,pl. de Catalunya,17,BUXO CREDIT I CAUCIO,activitat_econòmica,Activitats d'agents i corredors d'assegurances,41.5399,2.11215,,,,sabadellempresa.cat,HOSTAFRANCS,1,"pl. de Catalunya, 17 Bxs 4a",Activitats d'agents i corredors d'assegurances
,c. de les Tres Creus,148,C E S,activitat_econòmica,Altres activitats d'educació ncaa,41.5479,2.10894,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Tres Creus, 148 Bxs",Altres activitats d'educació ncaa
,c. de la Salut,127,CA L'ANGELS,activitat_econòmica,Restaurants i establiments de menjars,41.546,2.10761,,,,sabadellempresa.cat,EL CENTRE,1,"c. de la Salut, 127 Bxs",Restaurants i establiments de menjars
,c. de Torras i Bages,6,CAF VALLES,activitat_econòmica,Promoció immobiliària,41.5487,2.10617,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Torras i Bages, 6 Bxs",Promoció immobiliària
,c. de l' Estació,56,CAFE BAR GRAN VIA,activitat_econòmica,Establiments de begudes,41.5487,2.10617,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Estació, 56 Bxs 1a",Establiments de begudes
,pg. de Manresa,37,CAFE DAURADA,activitat_econòmica,Establiments de begudes,41.5465,2.10971,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de Manresa, 37 Bxs",Establiments de begudes
,ptge. de Teodor Llorente,34,CAFES PONT,activitat_econòmica,Altres tipus de comerç al detall en establiments no especialitzats,41.5465,2.10971,,,,sabadellempresa.cat,HOSTAFRANCS,1,"ptge. de Teodor Llorente, 34 Bxs",Altres tipus de comerç al detall en establiments no especialitzats
,c. de les Tres Creus,168,CAFETERIA PARENTESI,activitat_econòmica,Restaurants i establiments de menjars,41.5479,2.10738,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Tres Creus, 168 Bxs 4a",Restaurants i establiments de menjars
,c. de les Tres Creus,89,CAJAMAR,activitat_econòmica,Banca central,41.5486,2.10819,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Tres Creus, 89 Bxs",Banca central
,c. de Migdia,9,CAL SALAS,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.5446,2.11129,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Migdia, 9 Bxs",Comerç al detall de peces de vestir en establiments especialitzats
,c. de Marià Fortuny,10,CALABOCA,activitat_econòmica,Establiments de begudes,41.5422,2.11127,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Marià Fortuny, 10 Bxs DR",Establiments de begudes
,c. de l' Advocat Cirera,21,CALABOCA,activitat_econòmica,Establiments de begudes,41.5441,2.11074,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Advocat Cirera, 21 Bxs 1a",Establiments de begudes
,c. de les Valls,23,CALÇATS MUNNE 1941,activitat_econòmica,Comerç al detall de calçat i articles de cuir en establiments especialitzats,41.5442,2.11113,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Valls, 23 Bxs",Comerç al detall de calçat i articles de cuir en establiments especialitzats
,c. de Sant Pau,9,CAMARASA,activitat_econòmica,Comerç al detall d'articles d'esport en establiments especialitzats,41.5493,2.10868,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Pau, 9 Bxs 2a",Comerç al detall d'articles d'esport en establiments especialitzats
,c. de Narcís Giralt,50,CAMBRA DE LA PROPIETAT URBANA DE SABADELL I COMARCA,activitat_econòmica,Activitats jurídiques,41.5477,2.1072,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Narcís Giralt, 50 Bxs",Activitats jurídiques
,c. de les Valls,41,CAMILO DOMINGO ADVOCAT,activitat_econòmica,Activitats jurídiques,41.5486,2.10819,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Valls, 41 4t 1a",Activitats jurídiques
,Rambla,143,CAMPS CORPORACIO,activitat_econòmica,Compravenda de béns immobiliaris per compte propi,41.5506,2.1086,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 143 1r 3a",Compravenda de béns immobiliaris per compte propi
,ctra. de Terrassa,62,CAN MIQUEL,activitat_econòmica,Establiments de begudes,41.5495,2.09818,,,,sabadellempresa.cat,EL CENTRE,1,"ctra. de Terrassa, 62 Bxs 3a",Establiments de begudes
,c. de l' Església,13,CANALLA,activitat_econòmica,Restaurants i establiments de menjars,41.5461,2.11385,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Església, 13 Bxs",Restaurants i establiments de menjars
,c. dels Cardona,10,CANO MARBRES ART´STICS,activitat_econòmica,Indústria de la pedra ornamental i per a la construcció,41.5464,2.10561,,,,sabadellempresa.cat,COVADONGA,1,"c. dels Cardona, 10 Bxs",Indústria de la pedra ornamental i per a la construcció
,pl. del Mercat,1,CANSALADERIA ROSER P. 118-120,activitat_econòmica,Comerç al detall de carn i productes carnis en establiments especialitzats,41.552,2.11161,,,,sabadellempresa.cat,EL CENTRE,1,"pl. del Mercat, 1 Bxs",Comerç al detall de carn i productes carnis en establiments especialitzats
,Rambla,141,CAPRABO,activitat_econòmica,"Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en est",41.5457,2.10512,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 141 Bxs","Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en establiments no especialitzats"
,c. de Ferran Casablancas,23,CARLES GRAU ASSOC.,activitat_econòmica,Dipòsit i emmagatzematge,41.5472,2.11503,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Ferran Casablancas, 23 Bxs",Dipòsit i emmagatzematge
,pl. del Mercat,1,CARNES SERRANO P.15-17,activitat_econòmica,Comerç al detall de carn i productes carnis en establiments especialitzats,41.5489,2.10804,,,,sabadellempresa.cat,EL CENTRE,1,"pl. del Mercat, 1 Bxs",Comerç al detall de carn i productes carnis en establiments especialitzats
,pl. del Mercat,1,CARNISSERIA MIRALPEIX P. 72-73,activitat_econòmica,Comerç al detall de carn i productes carnis en establiments especialitzats,41.5473,2.09542,,,,sabadellempresa.cat,EL CENTRE,1,"pl. del Mercat, 1 Bxs",Comerç al detall de carn i productes carnis en establiments especialitzats
,c. de Sant Pere,39,CARRERAS,activitat_econòmica,"Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establi",41.5478,2.09485,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Pere, 39 Bxs","Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establiments especialitzats"
,Rambla,153,CASA MATO - CARNS I QUEVIURES,activitat_econòmica,Comerç al detall de carn i productes carnis en establiments especialitzats,41.5461,2.11488,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 153 Bxs",Comerç al detall de carn i productes carnis en establiments especialitzats
,pg. de la Plaça Major,66,CASA TRAVERIA,activitat_econòmica,Comerç al detall de tèxtils en establiments especialitzats,41.5463,2.1128,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de la Plaça Major, 66 Bxs",Comerç al detall de tèxtils en establiments especialitzats
,pg. de la Plaça Major,9,CASAS,activitat_econòmica,Comerç al detall de calçat i articles de cuir en establiments especialitzats,41.5454,2.10673,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de la Plaça Major, 9 Bxs",Comerç al detall de calçat i articles de cuir en establiments especialitzats
,ctra. de Terrassa,60,CASAS ECOLOGICAS,activitat_econòmica,Construcció d'edificis residencials,41.5449,2.10702,,,,sabadellempresa.cat,EL CENTRE,1,"ctra. de Terrassa, 60 Bxs",Construcció d'edificis residencials
,c. de Calderón,96,CASER ASSEGURANCES,activitat_econòmica,"Assegurances, excepte assegurances de vida",41.5485,2.10897,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Calderón, 96 Bxs","Assegurances, excepte assegurances de vida"
,ptge. de Teodor Llorente,18,CASIV,activitat_econòmica,Reparació de maquinària,41.5458,2.10721,,,,sabadellempresa.cat,HOSTAFRANCS,1,"ptge. de Teodor Llorente, 18 Bxs",Reparació de maquinària
,pl. Laietana,15,CASKADIA WINES,activitat_econòmica,Dipòsit i emmagatzematge,41.5486,2.10757,,,,sabadellempresa.cat,COVADONGA,1,"pl. Laietana, 15 Bxs",Dipòsit i emmagatzematge
,c. de la Concepció,12,CASSA,activitat_econòmica,Dipòsit i emmagatzematge,41.5455,2.10827,,,,sabadellempresa.cat,EL CENTRE,1,"c. de la Concepció, 12 Bxs",Dipòsit i emmagatzematge
,c. dels Sentmenat,54,CASTELLO,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.5454,2.11081,,,,sabadellempresa.cat,COVADONGA,1,"c. dels Sentmenat, 54 Bxs",Perruqueria i altres tractaments de bellesa
,c. de Sant Quirze,45,CASTELLVELL,activitat_econòmica,Comerç al detall de jocs i joguines en establiments especialitzats,41.5482,2.10716,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Quirze, 45 Bxs",Comerç al detall de jocs i joguines en establiments especialitzats
,c. del Sol,1,CATALANA OCCIDENT,activitat_econòmica,Activitats d'agents i corredors d'assegurances,41.5422,2.11127,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Sol, 1 1r 1a",Activitats d'agents i corredors d'assegurances
,c. d'en Font,6,CAYELLAS,activitat_econòmica,Comerç al detall d'articles de rellotgeria i joieria en establiments especialitz,41.5416,2.10934,,,,sabadellempresa.cat,EL CENTRE,1,"c. d'en Font, 6 Bxs",Comerç al detall d'articles de rellotgeria i joieria en establiments especialitzats
,c. d' Alemanya,100,CBVSI,activitat_econòmica,Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessoramen,41.5443,2.10086,,,,sabadellempresa.cat,EL CENTRE,1,"c. d' Alemanya, 100 2n",Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessorament tècnic
,c. de Corominas,71,CEDAR CREST SL,activitat_econòmica,Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessoramen,41.5469,2.10837,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Corominas, 71 Bxs",Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessorament tècnic
,c. de Montserrat,22,CEL·LULA ACCION CREATIVA,activitat_econòmica,Altres activitats d'edició,41.5435,2.11773,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Montserrat, 22 2n 1a",Altres activitats d'edició
,ctra. de Terrassa,22,CENTRE ASANA,activitat_econòmica,Activitats dels gimnasos,41.5473,2.1055,,,,sabadellempresa.cat,EL CENTRE,1,"ctra. de Terrassa, 22 Bxs",Activitats dels gimnasos
,c. de Sant Cugat,114,CENTRE D'OFTALMOLOGIA,activitat_econòmica,Activitats de medicina especialitzada,41.5422,2.11125,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Cugat, 114 1r",Activitats de medicina especialitzada
,c. de Sant Cugat,116,CENTRE D'OFTALMOLOGIA INSTITUT DE LA RETINA,activitat_econòmica,Activitats de medicina especialitzada,41.5434,2.10651,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Cugat, 116 Bxs",Activitats de medicina especialitzada
,c. de Sant Antoni Maria Claret,18,CENTRE DE CARDIOLOGIA LOUBAD & IRIARTE,activitat_econòmica,Activitats de medicina especialitzada,41.5473,2.1055,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Antoni Maria Claret, 18 4t 1a",Activitats de medicina especialitzada
